,Id,Name,Year,Gender,State,Count
11349,11350,Emma,2004,F,AK,62
11350,11351,Madison,2004,F,AK,48
11351,11352,Hannah,2004,F,AK,46
11352,11353,Grace,2004,F,AK,44
11353,11354,Emily,2004,F,AK,41
11354,11355,Abigail,2004,F,AK,37
11355,11356,Olivia,2004,F,AK,33
11356,11357,Isabella,2004,F,AK,30
11357,11358,Alyssa,2004,F,AK,29
11358,11359,Sophia,2004,F,AK,28
11359,11360,Alexis,2004,F,AK,27
11360,11361,Elizabeth,2004,F,AK,27
11361,11362,Hailey,2004,F,AK,27
11362,11363,Anna,2004,F,AK,26
11363,11364,Natalie,2004,F,AK,25
11364,11365,Sarah,2004,F,AK,25
11365,11366,Sydney,2004,F,AK,25
11366,11367,Ava,2004,F,AK,23
11367,11368,Trinity,2004,F,AK,22
11368,11369,Haley,2004,F,AK,21
11369,11370,Kaylee,2004,F,AK,21
11370,11371,Taylor,2004,F,AK,21
11371,11372,Chloe,2004,F,AK,20
11372,11373,Ella,2004,F,AK,20
11373,11374,Mackenzie,2004,F,AK,20
11374,11375,Sierra,2004,F,AK,19
11375,11376,Kayla,2004,F,AK,18
11376,11377,Samantha,2004,F,AK,18
11377,11378,Zoe,2004,F,AK,18
11378,11379,Jessica,2004,F,AK,17
11379,11380,Leah,2004,F,AK,17
11380,11381,Lily,2004,F,AK,17
11381,11382,Rachel,2004,F,AK,17
11382,11383,Riley,2004,F,AK,17
11383,11384,Savannah,2004,F,AK,17
11384,11385,Victoria,2004,F,AK,17
11385,11386,Ashley,2004,F,AK,16
11386,11387,Cadence,2004,F,AK,16
11387,11388,Megan,2004,F,AK,16
11388,11389,Aurora,2004,F,AK,15
11389,11390,Jasmine,2004,F,AK,15
11390,11391,Jordan,2004,F,AK,15
11391,11392,Julia,2004,F,AK,15
11392,11393,Kylie,2004,F,AK,15
11393,11394,Angel,2004,F,AK,14
11394,11395,Jade,2004,F,AK,14
11395,11396,Nicole,2004,F,AK,14
11396,11397,Rebecca,2004,F,AK,14
11397,11398,Alexandra,2004,F,AK,13
11398,11399,Allison,2004,F,AK,13
11399,11400,Audrey,2004,F,AK,13
11400,11401,Brianna,2004,F,AK,13
11401,11402,Danielle,2004,F,AK,13
11402,11403,Destiny,2004,F,AK,13
11403,11404,Faith,2004,F,AK,13
11404,11405,Isabelle,2004,F,AK,13
11405,11406,Jamie,2004,F,AK,13
11406,11407,Lauren,2004,F,AK,13
11407,11408,Lillian,2004,F,AK,13
11408,11409,Mia,2004,F,AK,13
11409,11410,Naomi,2004,F,AK,13
11410,11411,Nevaeh,2004,F,AK,13
11411,11412,Shelby,2004,F,AK,13
11412,11413,Arianna,2004,F,AK,12
11413,11414,Avery,2004,F,AK,12
11414,11415,Brooke,2004,F,AK,12
11415,11416,Katelyn,2004,F,AK,12
11416,11417,Kylee,2004,F,AK,12
11417,11418,Lydia,2004,F,AK,12
11418,11419,Malia,2004,F,AK,12
11419,11420,Maya,2004,F,AK,12
11420,11421,Makayla,2004,F,AK,11
11421,11422,Maria,2004,F,AK,11
11422,11423,Mary,2004,F,AK,11
11423,11424,Michelle,2004,F,AK,11
11424,11425,Aaliyah,2004,F,AK,10
11425,11426,Amber,2004,F,AK,10
11426,11427,Angelina,2004,F,AK,10
11427,11428,Jenna,2004,F,AK,10
11428,11429,Katrina,2004,F,AK,10
11429,11430,Molly,2004,F,AK,10
11430,11431,Morgan,2004,F,AK,10
11431,11432,Amanda,2004,F,AK,9
11432,11433,Amelia,2004,F,AK,9
11433,11434,Catherine,2004,F,AK,9
11434,11435,Claire,2004,F,AK,9
11435,11436,Ellie,2004,F,AK,9
11436,11437,Erin,2004,F,AK,9
11437,11438,Eva,2004,F,AK,9
11438,11439,Katie,2004,F,AK,9
11439,11440,Kiara,2004,F,AK,9
11440,11441,Kyla,2004,F,AK,9
11441,11442,Lindsey,2004,F,AK,9
11442,11443,Aubrey,2004,F,AK,8
11443,11444,Charlotte,2004,F,AK,8
11444,11445,Christina,2004,F,AK,8
11445,11446,Clara,2004,F,AK,8
11446,11447,Delaney,2004,F,AK,8
11447,11448,Gabrielle,2004,F,AK,8
11448,11449,Heather,2004,F,AK,8
11449,11450,Isabel,2004,F,AK,8
11450,11451,Jennifer,2004,F,AK,8
11451,11452,Jillian,2004,F,AK,8
11452,11453,Kate,2004,F,AK,8
11453,11454,Kira,2004,F,AK,8
11454,11455,Marissa,2004,F,AK,8
11455,11456,Natasha,2004,F,AK,8
11456,11457,Paris,2004,F,AK,8
11457,11458,Peyton,2004,F,AK,8
11458,11459,Sara,2004,F,AK,8
11459,11460,Tabitha,2004,F,AK,8
11460,11461,Tessa,2004,F,AK,8
11461,11462,Alexandria,2004,F,AK,7
11462,11463,Angela,2004,F,AK,7
11463,11464,Annika,2004,F,AK,7
11464,11465,Ashlyn,2004,F,AK,7
11465,11466,Autumn,2004,F,AK,7
11466,11467,Ayla,2004,F,AK,7
11467,11468,Breanna,2004,F,AK,7
11468,11469,Erica,2004,F,AK,7
11469,11470,Evelyn,2004,F,AK,7
11470,11471,Gabriella,2004,F,AK,7
11471,11472,Haylee,2004,F,AK,7
11472,11473,Janessa,2004,F,AK,7
11473,11474,Josephine,2004,F,AK,7
11474,11475,Kelsey,2004,F,AK,7
11475,11476,Kristen,2004,F,AK,7
11476,11477,Lucy,2004,F,AK,7
11477,11478,Makenzie,2004,F,AK,7
11478,11479,Margaret,2004,F,AK,7
11479,11480,Mariah,2004,F,AK,7
11480,11481,Natalia,2004,F,AK,7
11481,11482,Rebekah,2004,F,AK,7
11482,11483,Rhiannon,2004,F,AK,7
11483,11484,Sadie,2004,F,AK,7
11484,11485,Sage,2004,F,AK,7
11485,11486,Selena,2004,F,AK,7
11486,11487,Serena,2004,F,AK,7
11487,11488,Shannon,2004,F,AK,7
11488,11489,Vanessa,2004,F,AK,7
11489,11490,Allie,2004,F,AK,6
11490,11491,Anika,2004,F,AK,6
11491,11492,Ariana,2004,F,AK,6
11492,11493,Athena,2004,F,AK,6
11493,11494,Caitlyn,2004,F,AK,6
11494,11495,Carmen,2004,F,AK,6
11495,11496,Courtney,2004,F,AK,6
11496,11497,Daisy,2004,F,AK,6
11497,11498,Ellen,2004,F,AK,6
11498,11499,Gwendolyn,2004,F,AK,6
11499,11500,Hope,2004,F,AK,6
11500,11501,Jocelyn,2004,F,AK,6
11501,11502,Jordyn,2004,F,AK,6
11502,11503,Katelynn,2004,F,AK,6
11503,11504,Laura,2004,F,AK,6
11504,11505,Leilani,2004,F,AK,6
11505,11506,Madeline,2004,F,AK,6
11506,11507,Madelyn,2004,F,AK,6
11507,11508,Mckenna,2004,F,AK,6
11508,11509,Melanie,2004,F,AK,6
11509,11510,Mercedes,2004,F,AK,6
11510,11511,Mya,2004,F,AK,6
11511,11512,Paige,2004,F,AK,6
11512,11513,Summer,2004,F,AK,6
11513,11514,Tiana,2004,F,AK,6
11514,11515,Zoey,2004,F,AK,6
11515,11516,Adrianna,2004,F,AK,5
11516,11517,Alice,2004,F,AK,5
11517,11518,Aliyah,2004,F,AK,5
11518,11519,Amaya,2004,F,AK,5
11519,11520,Anastasia,2004,F,AK,5
11520,11521,Angelica,2004,F,AK,5
11521,11522,Ashlee,2004,F,AK,5
11522,11523,Bailey,2004,F,AK,5
11523,11524,Brenna,2004,F,AK,5
11524,11525,Camryn,2004,F,AK,5
11525,11526,Chelsea,2004,F,AK,5
11526,11527,Ciara,2004,F,AK,5
11527,11528,Cynthia,2004,F,AK,5
11528,11529,Denali,2004,F,AK,5
11529,11530,Eileen,2004,F,AK,5
11530,11531,Emilia,2004,F,AK,5
11531,11532,Fiona,2004,F,AK,5
11532,11533,Frances,2004,F,AK,5
11533,11534,Gianna,2004,F,AK,5
11534,11535,Gracie,2004,F,AK,5
11535,11536,Jacqueline,2004,F,AK,5
11536,11537,Jadyn,2004,F,AK,5
11537,11538,Karina,2004,F,AK,5
11538,11539,Katherine,2004,F,AK,5
11539,11540,Kiana,2004,F,AK,5
11540,11541,Kyra,2004,F,AK,5
11541,11542,Layla,2004,F,AK,5
11542,11543,Marina,2004,F,AK,5
11543,11544,Mckenzie,2004,F,AK,5
11544,11545,Melody,2004,F,AK,5
11545,11546,Miranda,2004,F,AK,5
11546,11547,Nora,2004,F,AK,5
11547,11548,Reagan,2004,F,AK,5
11548,11549,Sabrina,2004,F,AK,5
11549,11550,Shania,2004,F,AK,5
11550,11551,Skye,2004,F,AK,5
11551,11552,Tatiana,2004,F,AK,5
11552,11553,Veronica,2004,F,AK,5
11553,11554,Madison,2005,F,AK,53
11554,11555,Emma,2005,F,AK,49
11555,11556,Emily,2005,F,AK,47
11556,11557,Isabella,2005,F,AK,35
11557,11558,Samantha,2005,F,AK,35
11558,11559,Hannah,2005,F,AK,34
11559,11560,Abigail,2005,F,AK,33
11560,11561,Olivia,2005,F,AK,33
11561,11562,Elizabeth,2005,F,AK,30
11562,11563,Grace,2005,F,AK,28
11563,11564,Alexis,2005,F,AK,27
11564,11565,Anna,2005,F,AK,27
11565,11566,Jessica,2005,F,AK,27
11566,11567,Sophia,2005,F,AK,27
11567,11568,Ava,2005,F,AK,26
11568,11569,Lillian,2005,F,AK,26
11569,11570,Sierra,2005,F,AK,23
11570,11571,Trinity,2005,F,AK,23
11571,11572,Lily,2005,F,AK,21
11572,11573,Taylor,2005,F,AK,21
11573,11574,Hailey,2005,F,AK,20
11574,11575,Kaitlyn,2005,F,AK,20
11575,11576,Savannah,2005,F,AK,20
11576,11577,Alyssa,2005,F,AK,19
11577,11578,Lauren,2005,F,AK,19
11578,11579,Ella,2005,F,AK,18
11579,11580,Mary,2005,F,AK,18
11580,11581,Sarah,2005,F,AK,18
11581,11582,Ashley,2005,F,AK,17
11582,11583,Chloe,2005,F,AK,16
11583,11584,Faith,2005,F,AK,16
11584,11585,Isabelle,2005,F,AK,16
11585,11586,Jasmine,2005,F,AK,16
11586,11587,Katherine,2005,F,AK,16
11587,11588,Kylie,2005,F,AK,16
11588,11589,Morgan,2005,F,AK,16
11589,11590,Rebecca,2005,F,AK,16
11590,11591,Nevaeh,2005,F,AK,15
11591,11592,Paige,2005,F,AK,15
11592,11593,Zoe,2005,F,AK,15
11593,11594,Brianna,2005,F,AK,14
11594,11595,Brooke,2005,F,AK,14
11595,11596,Kayla,2005,F,AK,14
11596,11597,Mia,2005,F,AK,14
11597,11598,Ariana,2005,F,AK,13
11598,11599,Arianna,2005,F,AK,13
11599,11600,Haley,2005,F,AK,13
11600,11601,Jenna,2005,F,AK,13
11601,11602,Katelyn,2005,F,AK,13
11602,11603,Naomi,2005,F,AK,13
11603,11604,Natalie,2005,F,AK,13
11604,11605,Riley,2005,F,AK,13
11605,11606,Ashlyn,2005,F,AK,12
11606,11607,Destiny,2005,F,AK,12
11607,11608,Leah,2005,F,AK,12
11608,11609,Alexandra,2005,F,AK,11
11609,11610,Andrea,2005,F,AK,11
11610,11611,Aubrey,2005,F,AK,11
11611,11612,Aurora,2005,F,AK,11
11612,11613,Autumn,2005,F,AK,11
11613,11614,Bethany,2005,F,AK,11
11614,11615,Jillian,2005,F,AK,11
11615,11616,Julia,2005,F,AK,11
11616,11617,Leilani,2005,F,AK,11
11617,11618,Lydia,2005,F,AK,11
11618,11619,Rylee,2005,F,AK,11
11619,11620,Sara,2005,F,AK,11
11620,11621,Serenity,2005,F,AK,11
11621,11622,Vanessa,2005,F,AK,11
11622,11623,Allison,2005,F,AK,10
11623,11624,Caitlyn,2005,F,AK,10
11624,11625,Dakota,2005,F,AK,10
11625,11626,Jordan,2005,F,AK,10
11626,11627,Katie,2005,F,AK,10
11627,11628,Mackenzie,2005,F,AK,10
11628,11629,Megan,2005,F,AK,10
11629,11630,Savanna,2005,F,AK,10
11630,11631,Sydney,2005,F,AK,10
11631,11632,Victoria,2005,F,AK,10
11632,11633,Aaliyah,2005,F,AK,9
11633,11634,Alicia,2005,F,AK,9
11634,11635,Amanda,2005,F,AK,9
11635,11636,Angelina,2005,F,AK,9
11636,11637,Audrey,2005,F,AK,9
11637,11638,Avery,2005,F,AK,9
11638,11639,Desiree,2005,F,AK,9
11639,11640,Evelyn,2005,F,AK,9
11640,11641,Jade,2005,F,AK,9
11641,11642,Margaret,2005,F,AK,9
11642,11643,Maria,2005,F,AK,9
11643,11644,Mariah,2005,F,AK,9
11644,11645,Mya,2005,F,AK,9
11645,11646,Rachel,2005,F,AK,9
11646,11647,Shelby,2005,F,AK,9
11647,11648,Sofia,2005,F,AK,9
11648,11649,Alana,2005,F,AK,8
11649,11650,Alexandria,2005,F,AK,8
11650,11651,Amelia,2005,F,AK,8
11651,11652,Anastasia,2005,F,AK,8
11652,11653,Breanna,2005,F,AK,8
11653,11654,Cadence,2005,F,AK,8
11654,11655,Cassidy,2005,F,AK,8
11655,11656,Claire,2005,F,AK,8
11656,11657,Ellie,2005,F,AK,8
11657,11658,Gabrielle,2005,F,AK,8
11658,11659,Jada,2005,F,AK,8
11659,11660,Kelly,2005,F,AK,8
11660,11661,Kira,2005,F,AK,8
11661,11662,Lena,2005,F,AK,8
11662,11663,Madeline,2005,F,AK,8
11663,11664,Madelyn,2005,F,AK,8
11664,11665,Makenna,2005,F,AK,8
11665,11666,Maya,2005,F,AK,8
11666,11667,Miranda,2005,F,AK,8
11667,11668,Nora,2005,F,AK,8
11668,11669,Amber,2005,F,AK,7
11669,11670,Angel,2005,F,AK,7
11670,11671,Angela,2005,F,AK,7
11671,11672,Charlotte,2005,F,AK,7
11672,11673,Cheyenne,2005,F,AK,7
11673,11674,Christina,2005,F,AK,7
11674,11675,Cora,2005,F,AK,7
11675,11676,Delaney,2005,F,AK,7
11676,11677,Elena,2005,F,AK,7
11677,11678,Elise,2005,F,AK,7
11678,11679,Erica,2005,F,AK,7
11679,11680,Erin,2005,F,AK,7
11680,11681,Iris,2005,F,AK,7
11681,11682,Josephine,2005,F,AK,7
11682,11683,Layla,2005,F,AK,7
11683,11684,Lucy,2005,F,AK,7
11684,11685,Makayla,2005,F,AK,7
11685,11686,Marina,2005,F,AK,7
11686,11687,Mckenna,2005,F,AK,7
11687,11688,Molly,2005,F,AK,7
11688,11689,Payton,2005,F,AK,7
11689,11690,Sadie,2005,F,AK,7
11690,11691,Sophie,2005,F,AK,7
11691,11692,Summer,2005,F,AK,7
11692,11693,Zoey,2005,F,AK,7
11693,11694,Abby,2005,F,AK,6
11694,11695,Addison,2005,F,AK,6
11695,11696,Alexa,2005,F,AK,6
11696,11697,Alexia,2005,F,AK,6
11697,11698,Ariel,2005,F,AK,6
11698,11699,Brooklyn,2005,F,AK,6
11699,11700,Caroline,2005,F,AK,6
11700,11701,Cassandra,2005,F,AK,6
11701,11702,Gabriella,2005,F,AK,6
11702,11703,Gracie,2005,F,AK,6
11703,11704,Heather,2005,F,AK,6
11704,11705,Isabel,2005,F,AK,6
11705,11706,Jadyn,2005,F,AK,6
11706,11707,Janessa,2005,F,AK,6
11707,11708,Kailey,2005,F,AK,6
11708,11709,Kathryn,2005,F,AK,6
11709,11710,Katrina,2005,F,AK,6
11710,11711,Kaylee,2005,F,AK,6
11711,11712,Kelsey,2005,F,AK,6
11712,11713,Kendra,2005,F,AK,6
11713,11714,Kennedy,2005,F,AK,6
11714,11715,Kiara,2005,F,AK,6
11715,11716,Kyra,2005,F,AK,6
11716,11717,Marissa,2005,F,AK,6
11717,11718,Piper,2005,F,AK,6
11718,11719,Sage,2005,F,AK,6
11719,11720,Shania,2005,F,AK,6
11720,11721,Violet,2005,F,AK,6
11721,11722,Willow,2005,F,AK,6
11722,11723,Adrianna,2005,F,AK,5
11723,11724,Alaina,2005,F,AK,5
11724,11725,Aleah,2005,F,AK,5
11725,11726,Alison,2005,F,AK,5
11726,11727,Amaya,2005,F,AK,5
11727,11728,Annie,2005,F,AK,5
11728,11729,Brenna,2005,F,AK,5
11729,11730,Caitlin,2005,F,AK,5
11730,11731,Camryn,2005,F,AK,5
11731,11732,Catherine,2005,F,AK,5
11732,11733,Courtney,2005,F,AK,5
11733,11734,Denali,2005,F,AK,5
11734,11735,Elaina,2005,F,AK,5
11735,11736,Esther,2005,F,AK,5
11736,11737,Eva,2005,F,AK,5
11737,11738,Gwendolyn,2005,F,AK,5
11738,11739,Harmony,2005,F,AK,5
11739,11740,Hayden,2005,F,AK,5
11740,11741,Heidi,2005,F,AK,5
11741,11742,Holly,2005,F,AK,5
11742,11743,Hope,2005,F,AK,5
11743,11744,Isis,2005,F,AK,5
11744,11745,Jamie,2005,F,AK,5
11745,11746,Jocelyn,2005,F,AK,5
11746,11747,Kaila,2005,F,AK,5
11747,11748,Katelynn,2005,F,AK,5
11748,11749,Kaydence,2005,F,AK,5
11749,11750,Kendall,2005,F,AK,5
11750,11751,Kiley,2005,F,AK,5
11751,11752,Kimberly,2005,F,AK,5
11752,11753,Kirsten,2005,F,AK,5
11753,11754,Kristen,2005,F,AK,5
11754,11755,Kylee,2005,F,AK,5
11755,11756,Liberty,2005,F,AK,5
11756,11757,Lindsey,2005,F,AK,5
11757,11758,Malia,2005,F,AK,5
11758,11759,Mckenzie,2005,F,AK,5
11759,11760,Melanie,2005,F,AK,5
11760,11761,Michaela,2005,F,AK,5
11761,11762,Nicole,2005,F,AK,5
11762,11763,Rose,2005,F,AK,5
11763,11764,Rylie,2005,F,AK,5
11764,11765,Shannon,2005,F,AK,5
11765,11766,Sienna,2005,F,AK,5
11766,11767,Tessa,2005,F,AK,5
11767,11768,Emma,2006,F,AK,49
11768,11769,Emily,2006,F,AK,42
11769,11770,Madison,2006,F,AK,42
11770,11771,Isabella,2006,F,AK,37
11771,11772,Ava,2006,F,AK,35
11772,11773,Elizabeth,2006,F,AK,35
11773,11774,Hannah,2006,F,AK,34
11774,11775,Olivia,2006,F,AK,32
11775,11776,Sophia,2006,F,AK,30
11776,11777,Abigail,2006,F,AK,28
11777,11778,Alyssa,2006,F,AK,28
11778,11779,Kaylee,2006,F,AK,27
11779,11780,Lily,2006,F,AK,26
11780,11781,Jasmine,2006,F,AK,25
11781,11782,Kayla,2006,F,AK,25
11782,11783,Samantha,2006,F,AK,24
11783,11784,Hailey,2006,F,AK,23
11784,11785,Natalie,2006,F,AK,23
11785,11786,Chloe,2006,F,AK,21
11786,11787,Ella,2006,F,AK,21
11787,11788,Grace,2006,F,AK,21
11788,11789,Alexis,2006,F,AK,20
11789,11790,Isabel,2006,F,AK,20
11790,11791,Mia,2006,F,AK,20
11791,11792,Addison,2006,F,AK,19
11792,11793,Kaitlyn,2006,F,AK,19
11793,11794,Katie,2006,F,AK,19
11794,11795,Sarah,2006,F,AK,19
11795,11796,Allison,2006,F,AK,18
11796,11797,Makayla,2006,F,AK,18
11797,11798,Savannah,2006,F,AK,18
11798,11799,Brooke,2006,F,AK,17
11799,11800,Faith,2006,F,AK,17
11800,11801,Keira,2006,F,AK,17
11801,11802,Lauren,2006,F,AK,17
11802,11803,Taylor,2006,F,AK,17
11803,11804,Anna,2006,F,AK,16
11804,11805,Katherine,2006,F,AK,16
11805,11806,Lillian,2006,F,AK,16
11806,11807,Ariana,2006,F,AK,15
11807,11808,Gabriella,2006,F,AK,15
11808,11809,Kylie,2006,F,AK,15
11809,11810,Mackenzie,2006,F,AK,15
11810,11811,Victoria,2006,F,AK,15
11811,11812,Arianna,2006,F,AK,14
11812,11813,Brooklyn,2006,F,AK,14
11813,11814,Cadence,2006,F,AK,14
11814,11815,Jessica,2006,F,AK,14
11815,11816,Rachel,2006,F,AK,14
11816,11817,Sierra,2006,F,AK,14
11817,11818,Ashley,2006,F,AK,13
11818,11819,Audrey,2006,F,AK,13
11819,11820,Brianna,2006,F,AK,13
11820,11821,Eva,2006,F,AK,13
11821,11822,Isabelle,2006,F,AK,13
11822,11823,Jordan,2006,F,AK,13
11823,11824,Mckenzie,2006,F,AK,13
11824,11825,Mya,2006,F,AK,13
11825,11826,Nevaeh,2006,F,AK,13
11826,11827,Amelia,2006,F,AK,12
11827,11828,Angel,2006,F,AK,12
11828,11829,Bethany,2006,F,AK,12
11829,11830,Destiny,2006,F,AK,12
11830,11831,Julia,2006,F,AK,12
11831,11832,Katelyn,2006,F,AK,12
11832,11833,Lydia,2006,F,AK,12
11833,11834,Serenity,2006,F,AK,12
11834,11835,Zoe,2006,F,AK,12
11835,11836,Aurora,2006,F,AK,11
11836,11837,Jenna,2006,F,AK,11
11837,11838,Layla,2006,F,AK,11
11838,11839,Naomi,2006,F,AK,11
11839,11840,Rebecca,2006,F,AK,11
11840,11841,Vanessa,2006,F,AK,11
11841,11842,Alexandra,2006,F,AK,10
11842,11843,Anya,2006,F,AK,10
11843,11844,Aubrey,2006,F,AK,10
11844,11845,Bailey,2006,F,AK,10
11845,11846,Clara,2006,F,AK,10
11846,11847,Evelyn,2006,F,AK,10
11847,11848,Gabrielle,2006,F,AK,10
11848,11849,Haley,2006,F,AK,10
11849,11850,Hazel,2006,F,AK,10
11850,11851,Kennedy,2006,F,AK,10
11851,11852,Megan,2006,F,AK,10
11852,11853,Trinity,2006,F,AK,10
11853,11854,Angelina,2006,F,AK,9
11854,11855,Claire,2006,F,AK,9
11855,11856,Dakota,2006,F,AK,9
11856,11857,Jade,2006,F,AK,9
11857,11858,Kyra,2006,F,AK,9
11858,11859,Lilly,2006,F,AK,9
11859,11860,Madeline,2006,F,AK,9
11860,11861,Mary,2006,F,AK,9
11861,11862,Natalia,2006,F,AK,9
11862,11863,Rylee,2006,F,AK,9
11863,11864,Violet,2006,F,AK,9
11864,11865,Zoey,2006,F,AK,9
11865,11866,Alana,2006,F,AK,8
11866,11867,Amy,2006,F,AK,8
11867,11868,Angela,2006,F,AK,8
11868,11869,Ashlyn,2006,F,AK,8
11869,11870,Autumn,2006,F,AK,8
11870,11871,Danielle,2006,F,AK,8
11871,11872,Heidi,2006,F,AK,8
11872,11873,Hope,2006,F,AK,8
11873,11874,Jennifer,2006,F,AK,8
11874,11875,Jillian,2006,F,AK,8
11875,11876,Kathryn,2006,F,AK,8
11876,11877,Marissa,2006,F,AK,8
11877,11878,Maya,2006,F,AK,8
11878,11879,Paige,2006,F,AK,8
11879,11880,Riley,2006,F,AK,8
11880,11881,Shelby,2006,F,AK,8
11881,11882,Adrianna,2006,F,AK,7
11882,11883,Alexandria,2006,F,AK,7
11883,11884,Amaya,2006,F,AK,7
11884,11885,Ashlynn,2006,F,AK,7
11885,11886,Aspen,2006,F,AK,7
11886,11887,Ayla,2006,F,AK,7
11887,11888,Delaney,2006,F,AK,7
11888,11889,Elena,2006,F,AK,7
11889,11890,Erin,2006,F,AK,7
11890,11891,Josephine,2006,F,AK,7
11891,11892,Julie,2006,F,AK,7
11892,11893,Katelynn,2006,F,AK,7
11893,11894,Kelly,2006,F,AK,7
11894,11895,Kelsey,2006,F,AK,7
11895,11896,Kiana,2006,F,AK,7
11896,11897,Kira,2006,F,AK,7
11897,11898,Laura,2006,F,AK,7
11898,11899,Leilani,2006,F,AK,7
11899,11900,Maggie,2006,F,AK,7
11900,11901,Margaret,2006,F,AK,7
11901,11902,Maria,2006,F,AK,7
11902,11903,Mariah,2006,F,AK,7
11903,11904,Melissa,2006,F,AK,7
11904,11905,Morgan,2006,F,AK,7
11905,11906,Nicole,2006,F,AK,7
11906,11907,Peyton,2006,F,AK,7
11907,11908,Sienna,2006,F,AK,7
11908,11909,Sydney,2006,F,AK,7
11909,11910,Aaliyah,2006,F,AK,6
11910,11911,Adeline,2006,F,AK,6
11911,11912,Adriana,2006,F,AK,6
11912,11913,Alexa,2006,F,AK,6
11913,11914,Allie,2006,F,AK,6
11914,11915,Anastasia,2006,F,AK,6
11915,11916,Brenna,2006,F,AK,6
11916,11917,Caitlin,2006,F,AK,6
11917,11918,Cassandra,2006,F,AK,6
11918,11919,Cassidy,2006,F,AK,6
11919,11920,Chelsea,2006,F,AK,6
11920,11921,Cheyenne,2006,F,AK,6
11921,11922,Diamond,2006,F,AK,6
11922,11923,Eleanor,2006,F,AK,6
11923,11924,Erica,2006,F,AK,6
11924,11925,Esther,2006,F,AK,6
11925,11926,Hailee,2006,F,AK,6
11926,11927,Jaylynn,2006,F,AK,6
11927,11928,Kara,2006,F,AK,6
11928,11929,Kayleigh,2006,F,AK,6
11929,11930,Kimberly,2006,F,AK,6
11930,11931,Kyla,2006,F,AK,6
11931,11932,Kylee,2006,F,AK,6
11932,11933,Lindsey,2006,F,AK,6
11933,11934,Makenna,2006,F,AK,6
11934,11935,Molly,2006,F,AK,6
11935,11936,Monica,2006,F,AK,6
11936,11937,Nora,2006,F,AK,6
11937,11938,Rowan,2006,F,AK,6
11938,11939,Sara,2006,F,AK,6
11939,11940,Shannon,2006,F,AK,6
11940,11941,Tatum,2006,F,AK,6
11941,11942,Tiffany,2006,F,AK,6
11942,11943,Willow,2006,F,AK,6
11943,11944,Avery,2006,F,AK,5
11944,11945,Breanna,2006,F,AK,5
11945,11946,Camryn,2006,F,AK,5
11946,11947,Carly,2006,F,AK,5
11947,11948,Caroline,2006,F,AK,5
11948,11949,Cecelia,2006,F,AK,5
11949,11950,Celeste,2006,F,AK,5
11950,11951,Charlotte,2006,F,AK,5
11951,11952,Daisy,2006,F,AK,5
11952,11953,Danika,2006,F,AK,5
11953,11954,Eliza,2006,F,AK,5
11954,11955,Genevieve,2006,F,AK,5
11955,11956,Gracie,2006,F,AK,5
11956,11957,Holly,2006,F,AK,5
11957,11958,Jada,2006,F,AK,5
11958,11959,Jocelyn,2006,F,AK,5
11959,11960,Kailey,2006,F,AK,5
11960,11961,Kamryn,2006,F,AK,5
11961,11962,Katrina,2006,F,AK,5
11962,11963,Kendall,2006,F,AK,5
11963,11964,Leah,2006,F,AK,5
11964,11965,Liberty,2006,F,AK,5
11965,11966,Lucy,2006,F,AK,5
11966,11967,Maddison,2006,F,AK,5
11967,11968,Madeleine,2006,F,AK,5
11968,11969,Marina,2006,F,AK,5
11969,11970,Nadine,2006,F,AK,5
11970,11971,Noelle,2006,F,AK,5
11971,11972,Patricia,2006,F,AK,5
